Time,Value
13.04.2023 20:30:00,5337
13.04.2023 20:45:00,590
13.04.2023 21:00:00,5315
13.04.2023 21:15:00,8076
13.04.2023 21:30:00,5709
13.04.2023 21:45:00,9022
13.04.2023 22:00:00,6247
13.04.2023 22:15:00,1115
13.04.2023 22:30:00,7454
13.04.2023 22:45:00,9517
13.04.2023 23:00:00,5917
13.04.2023 23:15:00,8635
13.04.2023 23:30:00,3073
13.04.2023 23:45:00,1689
14.04.2023 00:00:00,837
14.04.2023 00:15:00,3900
14.04.2023 00:30:00,3723
14.04.2023 00:45:00,6943
14.04.2023 01:00:00,9541
14.04.2023 01:15:00,2278
14.04.2023 01:30:00,6324
14.04.2023 01:45:00,869
14.04.2023 02:00:00,6708
14.04.2023 02:15:00,1481
14.04.2023 02:30:00,9326
14.04.2023 02:45:00,1376
14.04.2023 03:00:00,3564
14.04.2023 03:15:00,4828
14.04.2023 03:30:00,4188
14.04.2023 03:45:00,2619
14.04.2023 04:00:00,973
14.04.2023 04:15:00,9121
14.04.2023 04:30:00,5801
14.04.2023 04:45:00,6215
14.04.2023 05:00:00,8978
14.04.2023 05:15:00,7153
14.04.2023 05:30:00,607
14.04.2023 05:45:00,4262
14.04.2023 06:00:00,8022
14.04.2023 06:15:00,3869
14.04.2023 06:30:00,1949
14.04.2023 06:45:00,9657
14.04.2023 07:00:00,5348
14.04.2023 07:15:00,7706
14.04.2023 07:30:00,7094
14.04.2023 07:45:00,9778
14.04.2023 08:00:00,9855
14.04.2023 08:15:00,3986
14.04.2023 08:30:00,9284
14.04.2023 08:45:00,3243
14.04.2023 09:00:00,9364
14.04.2023 09:15:00,5623
14.04.2023 09:30:00,2125
14.04.2023 09:45:00,8525
14.04.2023 10:00:00,3815
14.04.2023 10:15:00,1474
14.04.2023 10:30:00,2912
14.04.2023 10:45:00,9208
14.04.2023 11:00:00,6499
14.04.2023 11:15:00,3331
14.04.2023 11:30:00,6129
14.04.2023 11:45:00,8897
14.04.2023 12:00:00,1754
14.04.2023 12:15:00,7289
14.04.2023 12:30:00,6539
14.04.2023 12:45:00,9437
14.04.2023 13:00:00,5803
14.04.2023 13:15:00,8707
14.04.2023 13:30:00,1083
14.04.2023 13:45:00,7058
14.04.2023 14:00:00,6555
14.04.2023 14:15:00,8684
14.04.2023 14:30:00,9692
14.04.2023 14:45:00,4713
14.04.2023 15:00:00,5315
14.04.2023 15:15:00,3752
14.04.2023 15:30:00,1133
14.04.2023 15:45:00,8284
14.04.2023 16:00:00,8500
14.04.2023 16:15:00,9219
14.04.2023 16:30:00,3079
14.04.2023 16:45:00,1467
14.04.2023 17:00:00,727
14.04.2023 17:15:00,8445
14.04.2023 17:30:00,6737
14.04.2023 17:45:00,1622
14.04.2023 18:00:00,4035
14.04.2023 18:15:00,4733
14.04.2023 18:30:00,1623
14.04.2023 18:45:00,8403
14.04.2023 19:00:00,5870
14.04.2023 19:15:00,552
14.04.2023 19:30:00,7147
14.04.2023 19:45:00,4773
14.04.2023 20:00:00,1762
14.04.2023 20:15:00,9806
14.04.2023 20:30:00,4665
14.04.2023 20:45:00,5518
14.04.2023 21:00:00,8518
14.04.2023 21:15:00,1986
14.04.2023 21:30:00,580
14.04.2023 21:45:00,5599
14.04.2023 22:00:00,6767
14.04.2023 22:15:00,1288
14.04.2023 22:30:00,5652
14.04.2023 22:45:00,3152
14.04.2023 23:00:00,3567
14.04.2023 23:15:00,6551
14.04.2023 23:30:00,9039
14.04.2023 23:45:00,5746
15.04.2023 00:00:00,4330
15.04.2023 00:15:00,5920
15.04.2023 00:30:00,5194
15.04.2023 00:45:00,8103
15.04.2023 01:00:00,4959
15.04.2023 01:15:00,8414
15.04.2023 01:30:00,7369
15.04.2023 01:45:00,5584
15.04.2023 02:00:00,6278
15.04.2023 02:15:00,4841
15.04.2023 02:30:00,3190
15.04.2023 02:45:00,7394
15.04.2023 03:00:00,2809
15.04.2023 03:15:00,6003
15.04.2023 03:30:00,771
15.04.2023 03:45:00,8151
15.04.2023 04:00:00,699
15.04.2023 04:15:00,6588
15.04.2023 04:30:00,9340
15.04.2023 04:45:00,9204
15.04.2023 05:00:00,5894
15.04.2023 05:15:00,3607
15.04.2023 05:30:00,6437
15.04.2023 05:45:00,3383
15.04.2023 06:00:00,1972
15.04.2023 06:15:00,2483
15.04.2023 06:30:00,8164
15.04.2023 06:45:00,2287
15.04.2023 07:00:00,671
15.04.2023 07:15:00,6686
15.04.2023 07:30:00,7519
15.04.2023 07:45:00,8027
15.04.2023 08:00:00,9970
15.04.2023 08:15:00,6079
15.04.2023 08:30:00,7092
15.04.2023 08:45:00,2495
15.04.2023 09:00:00,5137
15.04.2023 09:15:00,4466
15.04.2023 09:30:00,3776
15.04.2023 09:45:00,5929
15.04.2023 10:00:00,2921
15.04.2023 10:15:00,4580
15.04.2023 10:30:00,5239
15.04.2023 10:45:00,6982
15.04.2023 11:00:00,5571
15.04.2023 11:15:00,2279
15.04.2023 11:30:00,2923
15.04.2023 11:45:00,9047
15.04.2023 12:00:00,5485
15.04.2023 12:15:00,9054
15.04.2023 12:30:00,6783
15.04.2023 12:45:00,6240
15.04.2023 13:00:00,4698
15.04.2023 13:15:00,8818
15.04.2023 13:30:00,4566
15.04.2023 13:45:00,9066
15.04.2023 14:00:00,563
15.04.2023 14:15:00,5440
15.04.2023 14:30:00,3893
15.04.2023 14:45:00,1276
15.04.2023 15:00:00,5660
15.04.2023 15:15:00,1198
15.04.2023 15:30:00,4569
15.04.2023 15:45:00,2457
15.04.2023 16:00:00,5734
15.04.2023 16:15:00,4916
15.04.2023 16:30:00,4994
15.04.2023 16:45:00,2420
15.04.2023 17:00:00,7279
15.04.2023 17:15:00,9428
15.04.2023 17:30:00,3276
15.04.2023 17:45:00,8421
15.04.2023 18:00:00,5873
15.04.2023 18:15:00,7243
15.04.2023 18:30:00,9353
15.04.2023 18:45:00,4420
15.04.2023 19:00:00,778
15.04.2023 19:15:00,3045
15.04.2023 19:30:00,7509
15.04.2023 19:45:00,8075
15.04.2023 20:00:00,1022
15.04.2023 20:15:00,4105
15.04.2023 20:30:00,8302
15.04.2023 20:45:00,6866
15.04.2023 21:00:00,7934
15.04.2023 21:15:00,6079
15.04.2023 21:30:00,1145
15.04.2023 21:45:00,3574
15.04.2023 22:00:00,4505
15.04.2023 22:15:00,3511
15.04.2023 22:30:00,5373
15.04.2023 22:45:00,2905
15.04.2023 23:00:00,3720
15.04.2023 23:15:00,6939
15.04.2023 23:30:00,6027
15.04.2023 23:45:00,2710
16.04.2023 00:00:00,4469
16.04.2023 00:15:00,2294
16.04.2023 00:30:00,4288
16.04.2023 00:45:00,6587
16.04.2023 01:00:00,1090
16.04.2023 01:15:00,6499
16.04.2023 01:30:00,8907
16.04.2023 01:45:00,7593
16.04.2023 02:00:00,6405
16.04.2023 02:15:00,7927
16.04.2023 02:30:00,8832
16.04.2023 02:45:00,9044
16.04.2023 03:00:00,3593
16.04.2023 03:15:00,7984
16.04.2023 03:30:00,2293
16.04.2023 03:45:00,4472
16.04.2023 04:00:00,5453
16.04.2023 04:15:00,9673
16.04.2023 04:30:00,1754
16.04.2023 04:45:00,7425
16.04.2023 05:00:00,9560
16.04.2023 05:15:00,7421
16.04.2023 05:30:00,9654
16.04.2023 05:45:00,989
16.04.2023 06:00:00,2023
16.04.2023 06:15:00,2871
16.04.2023 06:30:00,7731
16.04.2023 06:45:00,5224
16.04.2023 07:00:00,4012
16.04.2023 07:15:00,2465
16.04.2023 07:30:00,5651
16.04.2023 07:45:00,3146
16.04.2023 08:00:00,795
16.04.2023 08:15:00,2939
16.04.2023 08:30:00,2160
16.04.2023 08:45:00,1338
16.04.2023 09:00:00,1260
16.04.2023 09:15:00,1761
16.04.2023 09:30:00,9188
16.04.2023 09:45:00,9772
16.04.2023 10:00:00,7230
16.04.2023 10:15:00,3089
16.04.2023 10:30:00,6137
16.04.2023 10:45:00,7572
16.04.2023 11:00:00,2431
16.04.2023 11:15:00,4310
16.04.2023 11:30:00,3219
16.04.2023 11:45:00,5319
16.04.2023 12:00:00,3521
16.04.2023 12:15:00,9546
16.04.2023 12:30:00,1792
16.04.2023 12:45:00,3804
16.04.2023 13:00:00,6011
16.04.2023 13:15:00,6977
16.04.2023 13:30:00,7981
16.04.2023 13:45:00,3198
16.04.2023 14:00:00,2208
16.04.2023 14:15:00,9745
16.04.2023 14:30:00,9128
16.04.2023 14:45:00,2653
16.04.2023 15:00:00,8168
16.04.2023 15:15:00,9389
16.04.2023 15:30:00,9071
16.04.2023 15:45:00,9760
16.04.2023 16:00:00,1678
16.04.2023 16:15:00,8986
16.04.2023 16:30:00,7123
16.04.2023 16:45:00,9851
16.04.2023 17:00:00,9144
16.04.2023 17:15:00,6285
16.04.2023 17:30:00,1951
16.04.2023 17:45:00,3290
16.04.2023 18:00:00,5324
16.04.2023 18:15:00,7969
16.04.2023 18:30:00,9386
16.04.2023 18:45:00,6963
16.04.2023 19:00:00,8290
16.04.2023 19:15:00,2655
16.04.2023 19:30:00,4900
16.04.2023 19:45:00,4353
16.04.2023 20:00:00,1813
16.04.2023 20:15:00,2398
16.04.2023 20:30:00,3523
16.04.2023 20:45:00,4625
16.04.2023 21:00:00,9060
16.04.2023 21:15:00,4414
16.04.2023 21:30:00,1864
16.04.2023 21:45:00,5420
16.04.2023 22:00:00,8532
16.04.2023 22:15:00,4312
16.04.2023 22:30:00,6232
16.04.2023 22:45:00,1138
16.04.2023 23:00:00,7792
16.04.2023 23:15:00,3466
16.04.2023 23:30:00,4310
16.04.2023 23:45:00,5561
17.04.2023 00:00:00,2077
17.04.2023 00:15:00,1457
17.04.2023 00:30:00,4977
17.04.2023 00:45:00,9770
17.04.2023 01:00:00,9709
17.04.2023 01:15:00,8672
17.04.2023 01:30:00,4607
17.04.2023 01:45:00,3191
17.04.2023 02:00:00,4904
17.04.2023 02:15:00,7520
17.04.2023 02:30:00,5651
17.04.2023 02:45:00,7302
17.04.2023 03:00:00,7004
17.04.2023 03:15:00,3655
17.04.2023 03:30:00,5040
17.04.2023 03:45:00,6643
17.04.2023 04:00:00,7337
17.04.2023 04:15:00,8817
17.04.2023 04:30:00,1093
17.04.2023 04:45:00,9505
17.04.2023 05:00:00,3353
17.04.2023 05:15:00,1155
17.04.2023 05:30:00,7407
17.04.2023 05:45:00,2843
17.04.2023 06:00:00,8523
17.04.2023 06:15:00,9449
17.04.2023 06:30:00,1287
17.04.2023 06:45:00,8708
17.04.2023 07:00:00,8039
17.04.2023 07:15:00,5133
17.04.2023 07:30:00,7863
17.04.2023 07:45:00,8982
17.04.2023 08:00:00,2571
17.04.2023 08:15:00,2230
17.04.2023 08:30:00,1571
17.04.2023 08:45:00,5033
17.04.2023 09:00:00,4430
17.04.2023 09:15:00,1551
17.04.2023 09:30:00,9307
17.04.2023 09:45:00,4412
17.04.2023 10:00:00,6473
17.04.2023 10:15:00,660
17.04.2023 10:30:00,6711
17.04.2023 10:45:00,1049
17.04.2023 11:00:00,2306
17.04.2023 11:15:00,5776
17.04.2023 11:30:00,5900
17.04.2023 11:45:00,1659
17.04.2023 12:00:00,3679
17.04.2023 12:15:00,1061
17.04.2023 12:30:00,8747
17.04.2023 12:45:00,1364
17.04.2023 13:00:00,796
17.04.2023 13:15:00,2801
17.04.2023 13:30:00,8158
17.04.2023 13:45:00,1142
17.04.2023 14:00:00,1761
17.04.2023 14:15:00,6583
17.04.2023 14:30:00,5165
17.04.2023 14:45:00,3707
17.04.2023 15:00:00,3659
17.04.2023 15:15:00,2689
17.04.2023 15:30:00,8222
17.04.2023 15:45:00,5519
17.04.2023 16:00:00,4265
17.04.2023 16:15:00,8741
17.04.2023 16:30:00,2632
17.04.2023 16:45:00,3864
17.04.2023 17:00:00,4444
17.04.2023 17:15:00,721
17.04.2023 17:30:00,2231
17.04.2023 17:45:00,5708
17.04.2023 18:00:00,5488
17.04.2023 18:15:00,4172
17.04.2023 18:30:00,8456
17.04.2023 18:45:00,2222
17.04.2023 19:00:00,4167
17.04.2023 19:15:00,9153
17.04.2023 19:30:00,2199
17.04.2023 19:45:00,1314
17.04.2023 20:00:00,3661
17.04.2023 20:15:00,7636
17.04.2023 20:30:00,6118
17.04.2023 20:45:00,8097
17.04.2023 21:00:00,2895
17.04.2023 21:15:00,9460
17.04.2023 21:30:00,5088
17.04.2023 21:45:00,6155
17.04.2023 22:00:00,1156
17.04.2023 22:15:00,2812
17.04.2023 22:30:00,1291
17.04.2023 22:45:00,5387
17.04.2023 23:00:00,8911
17.04.2023 23:15:00,1852
17.04.2023 23:30:00,2279
17.04.2023 23:45:00,700
18.04.2023 00:00:00,1905
18.04.2023 00:15:00,3308
18.04.2023 00:30:00,4249
18.04.2023 00:45:00,7093
18.04.2023 01:00:00,9593
18.04.2023 01:15:00,1391
18.04.2023 01:30:00,8529
18.04.2023 01:45:00,8241
18.04.2023 02:00:00,7799
18.04.2023 02:15:00,6137
18.04.2023 02:30:00,3506
18.04.2023 02:45:00,9706
18.04.2023 03:00:00,5239
18.04.2023 03:15:00,8891
18.04.2023 03:30:00,9392
18.04.2023 03:45:00,9495
18.04.2023 04:00:00,7230
18.04.2023 04:15:00,8840
18.04.2023 04:30:00,5466
18.04.2023 04:45:00,2622
18.04.2023 05:00:00,9363
18.04.2023 05:15:00,5962
18.04.2023 05:30:00,4652
18.04.2023 05:45:00,2647
18.04.2023 06:00:00,1569
18.04.2023 06:15:00,1317
18.04.2023 06:30:00,6614
18.04.2023 06:45:00,4279
18.04.2023 07:00:00,9852
18.04.2023 07:15:00,3548
18.04.2023 07:30:00,780
18.04.2023 07:45:00,2861
18.04.2023 08:00:00,5829
18.04.2023 08:15:00,6592
18.04.2023 08:30:00,6106
18.04.2023 08:45:00,8496
18.04.2023 09:00:00,8609
18.04.2023 09:15:00,1904
18.04.2023 09:30:00,9542
18.04.2023 09:45:00,6110
18.04.2023 10:00:00,8834
18.04.2023 10:15:00,9645
18.04.2023 10:30:00,3314
18.04.2023 10:45:00,9061
18.04.2023 11:00:00,4625
18.04.2023 11:15:00,8803
18.04.2023 11:30:00,2492
18.04.2023 11:45:00,1980
18.04.2023 12:00:00,1327
18.04.2023 12:15:00,6632
18.04.2023 12:30:00,1095
18.04.2023 12:45:00,7949
18.04.2023 13:00:00,1987
18.04.2023 13:15:00,6032
18.04.2023 13:30:00,8236
18.04.2023 13:45:00,9355
18.04.2023 14:00:00,5081
18.04.2023 14:15:00,7936
18.04.2023 14:30:00,1149
18.04.2023 14:45:00,4356
18.04.2023 15:00:00,2638
18.04.2023 15:15:00,5014
18.04.2023 15:30:00,6674
18.04.2023 15:45:00,6816
18.04.2023 16:00:00,5127
18.04.2023 16:15:00,9861
18.04.2023 16:30:00,3596
18.04.2023 16:45:00,4442
18.04.2023 17:00:00,5260
18.04.2023 17:15:00,7986
18.04.2023 17:30:00,7837
18.04.2023 17:45:00,672
18.04.2023 18:00:00,7901
18.04.2023 18:15:00,6572
18.04.2023 18:30:00,3959
18.04.2023 18:45:00,5196
18.04.2023 19:00:00,7420
18.04.2023 19:15:00,6509
18.04.2023 19:30:00,3789
18.04.2023 19:45:00,839
18.04.2023 20:00:00,8400
18.04.2023 20:15:00,2075
18.04.2023 20:30:00,9418
18.04.2023 20:45:00,6375
18.04.2023 21:00:00,5465
18.04.2023 21:15:00,6778
18.04.2023 21:30:00,7378
18.04.2023 21:45:00,5055
18.04.2023 22:00:00,1826
18.04.2023 22:15:00,9481
18.04.2023 22:30:00,2841
18.04.2023 22:45:00,1964
18.04.2023 23:00:00,6970
18.04.2023 23:15:00,3036
18.04.2023 23:30:00,6665
18.04.2023 23:45:00,1773
19.04.2023 00:00:00,1718
19.04.2023 00:15:00,6012
19.04.2023 00:30:00,9997
19.04.2023 00:45:00,5858
19.04.2023 01:00:00,4870
19.04.2023 01:15:00,7779
19.04.2023 01:30:00,5080
19.04.2023 01:45:00,2600
19.04.2023 02:00:00,710
19.04.2023 02:15:00,8678
19.04.2023 02:30:00,7276
19.04.2023 02:45:00,2996
19.04.2023 03:00:00,2151
19.04.2023 03:15:00,2449
19.04.2023 03:30:00,6641
19.04.2023 03:45:00,877
19.04.2023 04:00:00,7255
19.04.2023 04:15:00,9003
19.04.2023 04:30:00,3163
19.04.2023 04:45:00,1624
19.04.2023 05:00:00,7852
19.04.2023 05:15:00,5540
19.04.2023 05:30:00,3330
19.04.2023 05:45:00,3997
19.04.2023 06:00:00,3734
19.04.2023 06:15:00,8146
19.04.2023 06:30:00,3389
19.04.2023 06:45:00,7741
19.04.2023 07:00:00,7769
19.04.2023 07:15:00,1387
19.04.2023 07:30:00,8874
19.04.2023 07:45:00,853
19.04.2023 08:00:00,873
19.04.2023 08:15:00,679
19.04.2023 08:30:00,9735
19.04.2023 08:45:00,5464
19.04.2023 09:00:00,1086
19.04.2023 09:15:00,7806
19.04.2023 09:30:00,1122
19.04.2023 09:45:00,2532
19.04.2023 10:00:00,9089
19.04.2023 10:15:00,1067
19.04.2023 10:30:00,4551
19.04.2023 10:45:00,4486
19.04.2023 11:00:00,4949
19.04.2023 11:15:00,3076
19.04.2023 11:30:00,814
19.04.2023 11:45:00,7754
19.04.2023 12:00:00,7294
19.04.2023 12:15:00,6306
19.04.2023 12:30:00,2900
19.04.2023 12:45:00,772
19.04.2023 13:00:00,1822
19.04.2023 13:15:00,1770
19.04.2023 13:30:00,3952
19.04.2023 13:45:00,8081
19.04.2023 14:00:00,823
19.04.2023 14:15:00,9110
19.04.2023 14:30:00,4796
19.04.2023 14:45:00,968
19.04.2023 15:00:00,3915
19.04.2023 15:15:00,8245
19.04.2023 15:30:00,9842
19.04.2023 15:45:00,1851
19.04.2023 16:00:00,8505
19.04.2023 16:15:00,9847
19.04.2023 16:30:00,6198
19.04.2023 16:45:00,1405
19.04.2023 17:00:00,6174
19.04.2023 17:15:00,8627
19.04.2023 17:30:00,3345
19.04.2023 17:45:00,2520
19.04.2023 18:00:00,2613
19.04.2023 18:15:00,6641
19.04.2023 18:30:00,8830
19.04.2023 18:45:00,8174
19.04.2023 19:00:00,3991
19.04.2023 19:15:00,9025
19.04.2023 19:30:00,5256
19.04.2023 19:45:00,8508
19.04.2023 20:00:00,4684
19.04.2023 20:15:00,2473
19.04.2023 20:30:00,5422
19.04.2023 20:45:00,8615
19.04.2023 21:00:00,3754
19.04.2023 21:15:00,5324
19.04.2023 21:30:00,5588
19.04.2023 21:45:00,992
19.04.2023 22:00:00,2523
19.04.2023 22:15:00,4106
19.04.2023 22:30:00,6964
19.04.2023 22:45:00,9692
19.04.2023 23:00:00,8923
19.04.2023 23:15:00,6513
19.04.2023 23:30:00,6241
19.04.2023 23:45:00,987
20.04.2023 00:00:00,4898
20.04.2023 00:15:00,4129
20.04.2023 00:30:00,1566
20.04.2023 00:45:00,3311
20.04.2023 01:00:00,2403
20.04.2023 01:15:00,8164
20.04.2023 01:30:00,3046
20.04.2023 01:45:00,3376
20.04.2023 02:00:00,8768
20.04.2023 02:15:00,1553
20.04.2023 02:30:00,2152
20.04.2023 02:45:00,4021
20.04.2023 03:00:00,8368
20.04.2023 03:15:00,3554
20.04.2023 03:30:00,9089
20.04.2023 03:45:00,7986
20.04.2023 04:00:00,9101
20.04.2023 04:15:00,7068
20.04.2023 04:30:00,1306
20.04.2023 04:45:00,9328
20.04.2023 05:00:00,7625
20.04.2023 05:15:00,5800
20.04.2023 05:30:00,2240
20.04.2023 05:45:00,2319
20.04.2023 06:00:00,8620
20.04.2023 06:15:00,6213
20.04.2023 06:30:00,5051
20.04.2023 06:45:00,9256
20.04.2023 07:00:00,5239
20.04.2023 07:15:00,1326
20.04.2023 07:30:00,4863
20.04.2023 07:45:00,5686
20.04.2023 08:00:00,1892
20.04.2023 08:15:00,5180
20.04.2023 08:30:00,8020
20.04.2023 08:45:00,6201
20.04.2023 09:00:00,5823
20.04.2023 09:15:00,3263
20.04.2023 09:30:00,6804
20.04.2023 09:45:00,813
20.04.2023 10:00:00,5207
20.04.2023 10:15:00,2915
20.04.2023 10:30:00,1712
20.04.2023 10:45:00,8540
20.04.2023 11:00:00,9928
20.04.2023 11:15:00,5415
20.04.2023 11:30:00,7051
20.04.2023 11:45:00,2714
20.04.2023 12:00:00,3738
20.04.2023 12:15:00,4368
20.04.2023 12:30:00,9312
20.04.2023 12:45:00,7902
20.04.2023 13:00:00,1532
20.04.2023 13:15:00,2848
20.04.2023 13:30:00,2287
20.04.2023 13:45:00,678
20.04.2023 14:00:00,4756
20.04.2023 14:15:00,7552
20.04.2023 14:30:00,2569
20.04.2023 14:45:00,6012
20.04.2023 15:00:00,9393
20.04.2023 15:15:00,4197
20.04.2023 15:30:00,9150
20.04.2023 15:45:00,2861
20.04.2023 16:00:00,532
20.04.2023 16:15:00,7587
20.04.2023 16:30:00,2543
20.04.2023 16:45:00,5953
20.04.2023 17:00:00,9258
20.04.2023 17:15:00,3939
20.04.2023 17:30:00,4559
20.04.2023 17:45:00,7763
20.04.2023 18:00:00,9208
20.04.2023 18:15:00,1764
20.04.2023 18:30:00,8073
20.04.2023 18:45:00,604
20.04.2023 19:00:00,1759
20.04.2023 19:15:00,8339
20.04.2023 19:30:00,2050
20.04.2023 19:45:00,9436
20.04.2023 20:00:00,1439
20.04.2023 20:15:00,2571
20.04.2023 20:30:00,6892
20.04.2023 20:45:00,1827
20.04.2023 21:00:00,9991
20.04.2023 21:15:00,6103
20.04.2023 21:30:00,2036
20.04.2023 21:45:00,9309
20.04.2023 22:00:00,5542
20.04.2023 22:15:00,1295
20.04.2023 22:30:00,5643
20.04.2023 22:45:00,2924
20.04.2023 23:00:00,6724
20.04.2023 23:15:00,2515
20.04.2023 23:30:00,3143
20.04.2023 23:45:00,8365
21.04.2023 00:00:00,7025
21.04.2023 00:15:00,6955
21.04.2023 00:30:00,4533
21.04.2023 00:45:00,4953
21.04.2023 01:00:00,1987
21.04.2023 01:15:00,3876
21.04.2023 01:30:00,7604
21.04.2023 01:45:00,8072
21.04.2023 02:00:00,6647
21.04.2023 02:15:00,8431
21.04.2023 02:30:00,6338
21.04.2023 02:45:00,8808
21.04.2023 03:00:00,3464
21.04.2023 03:15:00,2917
21.04.2023 03:30:00,5184
21.04.2023 03:45:00,9707
21.04.2023 04:00:00,9267
21.04.2023 04:15:00,7191
21.04.2023 04:30:00,5325
21.04.2023 04:45:00,7922
21.04.2023 05:00:00,3814
21.04.2023 05:15:00,6725
21.04.2023 05:30:00,1760
21.04.2023 05:45:00,3329
21.04.2023 06:00:00,5135
21.04.2023 06:15:00,7913
21.04.2023 06:30:00,6847
21.04.2023 06:45:00,7670
21.04.2023 07:00:00,9224
21.04.2023 07:15:00,2814
21.04.2023 07:30:00,7759
21.04.2023 07:45:00,8476
21.04.2023 08:00:00,2167
21.04.2023 08:15:00,6295
21.04.2023 08:30:00,9124
21.04.2023 08:45:00,5193
21.04.2023 09:00:00,3424
21.04.2023 09:15:00,4045
21.04.2023 09:30:00,1394
21.04.2023 09:45:00,1177
21.04.2023 10:00:00,7996
21.04.2023 10:15:00,9569
21.04.2023 10:30:00,6907
21.04.2023 10:45:00,1387
21.04.2023 11:00:00,5254
21.04.2023 11:15:00,4889
21.04.2023 11:30:00,2309
21.04.2023 11:45:00,7135
21.04.2023 12:00:00,3683
21.04.2023 12:15:00,4604
21.04.2023 12:30:00,4401
21.04.2023 12:45:00,4537
21.04.2023 13:00:00,3751
21.04.2023 13:15:00,2136
21.04.2023 13:30:00,8707
21.04.2023 13:45:00,4242
21.04.2023 14:00:00,9340
21.04.2023 14:15:00,7916
21.04.2023 14:30:00,9673
21.04.2023 14:45:00,5270
21.04.2023 15:00:00,2887
21.04.2023 15:15:00,1681
21.04.2023 15:30:00,8260
21.04.2023 15:45:00,3092
21.04.2023 16:00:00,1462
21.04.2023 16:15:00,1325
21.04.2023 16:30:00,5394
21.04.2023 16:45:00,3848
21.04.2023 17:00:00,5193
21.04.2023 17:15:00,3294
21.04.2023 17:30:00,4167
21.04.2023 17:45:00,2126
21.04.2023 18:00:00,7453
21.04.2023 18:15:00,2159
21.04.2023 18:30:00,5537
21.04.2023 18:45:00,7223
21.04.2023 19:00:00,6086
21.04.2023 19:15:00,1731
21.04.2023 19:30:00,6206
21.04.2023 19:45:00,2534
21.04.2023 20:00:00,5184
21.04.2023 20:15:00,8452
21.04.2023 20:30:00,2237
21.04.2023 20:45:00,5801
21.04.2023 21:00:00,9043
21.04.2023 21:15:00,2478
21.04.2023 21:30:00,846
21.04.2023 21:45:00,559
21.04.2023 22:00:00,4527
21.04.2023 22:15:00,1576
21.04.2023 22:30:00,3329
21.04.2023 22:45:00,6675
21.04.2023 23:00:00,1722
21.04.2023 23:15:00,8951
21.04.2023 23:30:00,2222
21.04.2023 23:45:00,7139
22.04.2023 00:00:00,2362
22.04.2023 00:15:00,9084
22.04.2023 00:30:00,9116
22.04.2023 00:45:00,7082
22.04.2023 01:00:00,2684
22.04.2023 01:15:00,8806
22.04.2023 01:30:00,2464
22.04.2023 01:45:00,4218
22.04.2023 02:00:00,6898
22.04.2023 02:15:00,8620
22.04.2023 02:30:00,6071
22.04.2023 02:45:00,4434
22.04.2023 03:00:00,6687
22.04.2023 03:15:00,3692
22.04.2023 03:30:00,3018
22.04.2023 03:45:00,2874
22.04.2023 04:00:00,2098
22.04.2023 04:15:00,9300
22.04.2023 04:30:00,4948
22.04.2023 04:45:00,1337
22.04.2023 05:00:00,1742
22.04.2023 05:15:00,4364
22.04.2023 05:30:00,4043
22.04.2023 05:45:00,8217
22.04.2023 06:00:00,7764
22.04.2023 06:15:00,6499
22.04.2023 06:30:00,6324
22.04.2023 06:45:00,7940
22.04.2023 07:00:00,6710
22.04.2023 07:15:00,8290
22.04.2023 07:30:00,5799
22.04.2023 07:45:00,9475
22.04.2023 08:00:00,5994
22.04.2023 08:15:00,8584
22.04.2023 08:30:00,8679
22.04.2023 08:45:00,1115
22.04.2023 09:00:00,9260
22.04.2023 09:15:00,7791
22.04.2023 09:30:00,3945
22.04.2023 09:45:00,8435
22.04.2023 10:00:00,5075
22.04.2023 10:15:00,2417
22.04.2023 10:30:00,8343
22.04.2023 10:45:00,1671
22.04.2023 11:00:00,9753
22.04.2023 11:15:00,8458
22.04.2023 11:30:00,4068
22.04.2023 11:45:00,5813
22.04.2023 12:00:00,2398
22.04.2023 12:15:00,7556
22.04.2023 12:30:00,5959
22.04.2023 12:45:00,1986
22.04.2023 13:00:00,7119
22.04.2023 13:15:00,5488
22.04.2023 13:30:00,7221
22.04.2023 13:45:00,8453
22.04.2023 14:00:00,9060
22.04.2023 14:15:00,5366
22.04.2023 14:30:00,1879
22.04.2023 14:45:00,4807
22.04.2023 15:00:00,1545
22.04.2023 15:15:00,7868
22.04.2023 15:30:00,5515
22.04.2023 15:45:00,500
22.04.2023 16:00:00,9700
22.04.2023 16:15:00,6962
22.04.2023 16:30:00,5534
22.04.2023 16:45:00,8912
22.04.2023 17:00:00,9322
22.04.2023 17:15:00,2337
22.04.2023 17:30:00,8157
22.04.2023 17:45:00,4558
22.04.2023 18:00:00,4747
22.04.2023 18:15:00,5137
22.04.2023 18:30:00,7109
22.04.2023 18:45:00,597
22.04.2023 19:00:00,9523
22.04.2023 19:15:00,6606
22.04.2023 19:30:00,9093
22.04.2023 19:45:00,8603
22.04.2023 20:00:00,8689
22.04.2023 20:15:00,887
22.04.2023 20:30:00,3948
22.04.2023 20:45:00,9321
22.04.2023 21:00:00,5440
22.04.2023 21:15:00,9184
22.04.2023 21:30:00,8647
22.04.2023 21:45:00,6550
22.04.2023 22:00:00,7569
22.04.2023 22:15:00,1705
22.04.2023 22:30:00,7975
22.04.2023 22:45:00,6712
22.04.2023 23:00:00,6569
22.04.2023 23:15:00,2818
22.04.2023 23:30:00,4845
